modified_id,keyword,cluster
2882,also taste alcohol,alcohol
2882,also weak,taste
2882,good,taste
2882,strong,style
3155,guests love visit buy recommend trying purchase,price
3155,sour taste,finish
3155,favorite beer,taste
3767,love enjoy taste,taste
3767,good taste harsh,taste
3767,good quality beer,taste
3767,like ales,style
3767,good,taste
4432,pours clear dark copper color medium white head,appearance
4432,big malty toffee caramel nose,aroma
4432,flavor big caramel,ingredients
4432,bottle thanks craig,packaging
4432,solid great,style
1433,fairly balanced terms hop profile,ingredients
1433,bottle cbi pours darker amber,appearance
1433,mild pine taste extremely hoppy,taste
1433,mild citrus sweetness,taste
1433,subtle citrus sweetness,taste
2075,deep dark black brown beer carbonation small ivory head,appearance
2075,full body roasted malt notes,style
2075,high malt concentration,taste
2075,good caramel notes,ingredients
2075,roasted notes,style
4922,dark roasted malt bitters sweet edge,style
4922,nice dark porter chocolate smoke touches,ingredients
4922,slight touch smoke body,style
4922,slight ring tan bubbles,appearance
4922,sample tap brewpub appearance,place_of_service
4973,dark dried fruits give way breadier malty notes hint peat booze,taste
4973,fruity sweetness overpowers bitterness palate conceals alcohol well,alcohol
4973,would make hearty followup nice chunk ribeye,taste
4973,sumptuous dessert dangerous beast unto,taste
4973,mouth feel firm silky,taste
186,pretty excited try beer love bud light,taste
186,taste made taste great,taste
186,bud light lime,ingredients
186,bought never buy,price
186,premium beer,taste
5358,delicate carbonation watery body perfect pleasant mouth feel,carbonation
5358,still pale ale fits profile,style
5358,even though hyper intensive auto,taste
5358,main problem omnipollo beers,taste
5358,hazy orange small head,appearance
6238,taste caramel malt resting full carbonation,ingredients
6238,white head drops full cover,appearance
6238,hazy medium golden amber,appearance
6238,turning sour bitter end,finish
6238,light sour aroma,taste
9736,slightly funky hop resin,ingredients
9736,slightly sour finish,finish
9736,fruit hint metallic,taste
9736,candy alcoholic,taste
9736,biscuit malts,taste
4621,mildly sweet toffee malt moderately bitter earthy quinine,ingredients
4621,kind harsh oktoberfest,taste
4621,amber giant head,appearance
4621,caramel malt,taste
4621,quinine,ingredients
6314,still get plasticy artificial feel way detracting fine beer indeed,taste
6314,tart tangy wonderfully smooth,finish
6314,silky smooth,taste
6314,wow good,taste
7264,draft brew beer bar poured head foamy finely sized white colored bubbles quickly diminishing left behind softly carbonated transparent yellow orange colored body poor lacing,appearance
7264,strong aroma,aroma
9735,bright hazy gold color small white head messy oily lacing,appearance
9735,aroma piney resinous slight tropical hop notes,ingredients
9735,flavor piney bitter grapefruit,aroma
9735,definite hop bomb,ingredients
9735,bitter grassy finish,finish
3316,course love guinness tap pretty close real thing,taste
3316,rich chocolate coffee flavor,ingredients
3316,refrigerate drink,taste
3316,perfect bitterness,finish
2389,second beer polotmavy style tasted impresses thoroughly,taste
2389,aroma nicely fruity full taste,taste
2389,beer looks absolutely fantastic,taste
2389,palate also smooth creamy,palate
2389,wonderful piece craftsmanship,style
7349,taste caramel malt herbal hops,ingredients
7349,clear amber small beige head,appearance
7349,aroma nice tart,taste
7349,little tropical fruit,taste
7349,little lacing,appearance
351,blue mountains allow us know cold,taste
351,coors light beer choice house,taste
351,enjoy taste value,taste
5487,bottle hazy brown orange,appearance
5487,white head,taste
5487,toasted notes,taste
5487,taste bitter,finish
5487,slight sweet,taste
9424,strong raspberry character dominates nice light toasted malt underneath,taste
9424,pours reddish amber color pinkish white head,appearance
9424,aroma strong notes raspberry,taste
9424,tap sabatinis bottleshop exeter,taste
9424,awesome fruit character,taste
3019,bold flavor others really enjoy beer,taste
3019,one first beers started enjoy,taste
3019,crisp good reasonable priced beer,taste
3019,would recommend,style
5565,pours truly pitch black color small beige head,appearance
5565,surely one best long time,style
5565,coffee bitterness well dark chocolate,ingredients
5565,lingering dry bitter aftertaste,finish
5565,slightly creamy mouth feel,taste
296,favorite would take coors lite tastes like water,taste
296,definitely best though,style
296,decent beer,taste
4108,skeptical would good jot usually drink busch turned good expensive,taste
4108,percent alcohol content little stronger side,alcohol
1252,flavir light cuke mostly average americanized belgian ale,taste
1252,clear pale colo thick foamy head,appearance
1252,rated bc like cuke beers,taste
1252,guess expecting funk none,taste
1252,soft belgian biscuit,taste
5282,light straw barnyard plenty stone fruit sweet notes,taste
5282,pours hazed golden color large white head,appearance
5282,aroma tangy musty fruity notes feet,taste
5282,like baked apples notes lemon peel,taste
5282,taste also sweet fruity cider,taste
6825,balanced far bitterness go spices present indistinct taste,finish
6825,spare lasting head slightly sweet,appearance
6825,white,appearance
6825,creamy,taste
9509,brett eaten away malt character,taste
9509,redding fat tire,taste
9509,pretty weak stuff,taste
9509,pretty mellow flanders,taste
9509,mild cherry notes,taste
1748,beer pours dark orange hazy one finger high,appearance
1748,sweet start dry ending,finish
1748,lemon caramel malt,ingredients
1748,high carbonation,carbonation
1748,sweet sour,finish
2883,original taste perfect back yard cook party,season
2883,making super easy accommodate everyone,taste
2883,also favorite huge beer fans,taste
2883,ahhhh mikes hard lemonade,ingredients
2883,highly recommended,taste
2769,also recommend raspberry beer called rubeous,taste
2769,mi founders great brewery visit,taste
2769,might spelled horribly wrong,style
2769,ever near grand rapids,taste
2769,unique beers tasty,taste
1916,taste sharp full brett,ingredients
1916,pours rather unclear amber,appearance
1916,dry oody aspects even,taste
1916,making complex beer,taste
1916,lot going background,style
630,wine girl beer hits spot hot days,season
630,favorite go drinking dos equis,taste
630,salt lemon hand,ingredients
2940,love platinum best budlight budweiser beers,taste
2940,packs bold kick tastes great,taste
2940,nice smooth great price,taste
2940,one six pack done,taste
3991,likely drink another type cider good,taste
3991,good apple beer,style
3991,become favorite cider,taste
1287,basically think least favorite aspects beer take sip,taste
1287,basically everything wrong american brewing belgian styles,style
1287,one unenjoyable yeast profiles ever smelled,ingredients
1287,dark mahogany body shows high clarity,appearance
1287,beige head shows decent retention,appearance
1305,pours deep dark brown reddish tinge small tan head,appearance
1305,aroma brings light roast dry cocoa powder,ingredients
1305,followed medium roast little coffee,ingredients
1305,flavour brings chocolate upfront,ingredients
1305,little jagged messy,taste
8850,never impressed wheat ales tossing mango hurt,taste
8850,nice summer beer,season
8850,light refreshing fruity,taste
3699,fianc love loves beer,taste
3699,love adds lime,ingredients
3699,loves smooth,taste
3699,salt,taste
3699,gentle,taste
1413,told made local market chico,taste
1413,harshly bitter tannins come end,finish
1413,aroma grassy hop character light,ingredients
1413,also get little caramel popcorn,taste
1413,sweet almost nutty malt flavor,taste
3469,one stout could make hair grow chest,style
3469,bring back old days,style
3469,fan malt liquors,taste
5133,pours darker cola color small white head,appearance
5133,lingering zesty orange light alcohol warmth,alcohol
5133,light sweet cream notes,style
5133,nice smooth body,taste
5133,mild oaky barrel,style
3123,mi summer happy mi beer fresh heat attacks,season
3123,take go nice packaging,taste
3123,perfect affordable,price
3992,overly sweet like angry orchard redds,taste
3992,seems much lighter refreshing,taste
3992,one favorite ciders,taste
2785,refreshing gives little sweet flavor,taste
2785,awesome beach pool day,season
2785,go beer product,taste
2084,taste got wonderful upfront yeast characteristic banana clove intermingled decent hop backing,ingredients
2084,palate medium carbonation lingering fruity aftertaste,taste
2084,aroma got classic belgian yeast,ingredients
2084,orange medium white head lingers,appearance
2084,appearance lightly cloudy yellowish,appearance
4663,sweet flavor ends dry hint bitterness,finish
4663,pours black small tan head,appearance
4663,oily texture soft carbonation,carbonation
4663,aroma roasted malt,style
4663,alcohol dark fruit,taste
202,lot brands taste like water medicine,taste
202,favorite beer latina,taste
202,perfect,taste
789,wish bc little pricey budget crisp delicious,taste
789,sweet like ciders tried apple crisp strong,taste
789,cidre drinker definitely recommend,taste
789,cidre awesome,taste
789,ugh,style
374,enjoy cold beer warm day coors smooth taste hits spot,taste
374,like long next bottles good know loading calories,packaging
4153,even better tap,place_of_service
4153,smooth taste,taste
4153,one favorites,taste
4153,great beer,taste
4153,happy,style
2941,experience like platinum think gets buzzed fewer beers drink regular bud,taste
2941,little bit different tastes good way,taste
2544,citrusy notes enforced nice sweet bitter ratio makes beer super smooth joy drink,taste
2544,add onto fact little carbonation got beer incredibly easy drink,carbonation
2544,drinking pint stuff head left lot desired,appearance
2544,light citrusy notes underlying bread notes,taste
2544,taste aroma much go hand hand beer,taste
5948,light carbonation strong multifaceted aftertaste dark chocolate,ingredients
5948,black thick two finger beige head,appearance
5948,slight grapefruit bitterness dark chocolate,ingredients
5948,citrus peel dark chocolate,ingredients
5948,mixed citrus roasted malts,style
3225,would rather another selection,style
3225,tasted kind like water,taste
3225,favorite,taste
2885,like new flavored hard lemonades mike,ingredients
2885,delicious refreshing,taste
2885,also affordable,price
2885,came,style
4943,inky black small khaki head,appearance
4943,bourbon faint aroma intense taste,style
4943,vanilla lot sweetness,style
4943,right side boozy,taste
4943,heavy low carbonation,carbonation
4959,poured slightly hazed super dark orangey amber average sized frothy white head,appearance
4959,body bit watery mouthfeel stronger carbonation,carbonation
4959,old bit honey candy bars,taste
4959,oz via trade,taste
4959,flavor aroma,aroma
8457,missing components think would take next level,style
8457,slight sweet,taste
8457,nicely complex,style
8457,dry finish,taste
8457,herbal,ingredients
1380,peach mango guava gave saison creamier feel,taste
1380,exactly typical saison stuff totally clicked,taste
1380,peach whiskey barrel brought fruitiness,taste
1380,little booze worked bigger mouthfeel,taste
1380,tap brewery summer,season
4602,pours hazy yellow gold medium frothy white head lasts,appearance
4602,aroma citrus floral,aroma
4602,medium body,taste
4602,tap industry,place_of_service
4602,orange peel,taste
3399,like light beer buy company,taste
4689,bottle clear pale light yellow lively spritzy head,appearance
4689,light sweet grain aroma flavor,ingredients
4689,little noble hop bite,ingredients
4689,honey cereal sweetness,taste
3156,taste delicios smell well,taste
3156,fresh product,taste
542,ice cold added lime classic beer favorite barbecue hot days,taste
187,bud light never disappointed flavor,taste
187,light crisp taste,taste
187,go beer function,taste
7058,clear small white head,appearance
7058,poured amber color,appearance
7058,taste caramel notes,ingredients
7058,taste malty,taste
7058,caramel hops,ingredients
7504,dark brown almost white head,appearance
7504,funky flemish red effects,appearance
7504,sweet blast start,taste
7504,really interesting stuff,style
7504,dark fruit,taste
7918,sweet citrus candy like hops citrus peel bitterness,ingredients
7918,clear gold decent white head,appearance
7918,sticky citrus hops pine,ingredients
7918,solid,style
7918,bottle,taste
7919,pours clear copper gold medium frothy white head,appearance
7919,aroma resin floral hop,ingredients
7919,bottle rbsg bus,packaging
7919,medium body,taste
7919,lingering bitterness,finish
9075,amber small light beige head,appearance
9075,taste caramel,ingredients
9075,bittersweet aftertaste,finish
9075,aroma pine,aroma
9075,citrus,taste
3570,perfect backyard barbecue refreshment entertaining,season
3570,forget limes pick six pack,ingredients
436,perfect one small beer hot summers night,season
436,like little bullet sized cans,taste
436,still love taste beer,taste
436,coors light beer enjoy,taste
3569,love word need improvement go whenever go bar sunny hot day,season
3569,definitely meets expectation add little salt lime extra flavor,ingredients
3569,favorite brand beer,taste
3569,affordable,price
6176,pours black short lived dark brown head,appearance
6176,soft oily mouthfeel,taste
6176,lingering overripe fruits,taste
6176,plum pudding,taste
6176,null carbonation,carbonation
734,love sam adams summer ale taste good opinion,taste
734,physically could drink summer ale tried,season
734,like darker beer maybe,taste
734,bad,style
3020,wait packs go sale,taste
3020,little heavier bodied beer,taste
3020,one favorite beers,taste
3020,love taste,taste
2830,love taste even tho people complain taste little bit orange,taste
2830,love,taste
2830,think light,taste
2830,favorite beer,taste
2830,affordable well,price
2942,reall good beer nice cold really like plastic bottle real good,taste
3077,taste good nice cold,taste
3077,one favorites high carbs,taste
9064,pours clear light amber small white head okay lacing,appearance
9064,ends crisp somewhat bitter,finish
9064,smell faint,aroma
9064,taste sour,finish
9064,sour,finish
452,lemony adult beverage accompany hot dogs hamburgers summer cookout,ingredients
452,beer really hits spot summer,season
452,sweet beers usually turn completely,taste
452,prefer ipas sours,style
452,big shandy person,taste
6803,orange citrus pith bitterness surprisingly full body session ale,style
6803,nice citrus clean malt aroma,ingredients
6803,golden body tight white head,appearance
6803,finishes light lasting bitterness,finish
6803,one best session beers,taste
439,become one favorite go drinks summer bbq,season
439,pouring crushed ice made even better,taste
439,refreshing drink bud light,taste
439,pleasantly surprised good tasted,style
439,thirst quenching,style
8703,pours watery pale yellow small white head disappears quickly,appearance
8703,bottle pilsener glass,packaging
8703,watery flavor,taste
8703,appreciable nose,taste
8703,yuck,style
632,opinion priced well must summer time bbq get together,taste
632,taste amazing also makes great michelada,taste
632,go beer time favorite,taste
2943,love bud light design different others,taste
2943,also good beer better cold,taste
2450,tap busters pours clear reddish copper small white head,appearance
2450,muted mild aroma sweet honey malt,taste
2450,taste sweet honey malts,taste
2450,like pale ale,style
2450,hop bitterness finish,ingredients
3769,love crispy taste love brand,taste
3769,great selection beers one,taste
3769,nam,place_of_service
4770,deep dark brown ruby colored one small quickly sidesticking dark beige head top,appearance
4770,surprisingly thin almost little watery mouth soft prickling bubbles,taste
4770,savory beef stock hint fruity smoke,style
4770,nuts thin roasted tail,taste
4770,like mild chocolate nose,aroma
2907,one go summer drinks,season
2907,ice blended ice,taste
2907,flavors watermelon favorite,taste
2907,crisp refreshing,taste
2907,continue purchase,price
614,super refreshing long day sun water want something cold summer,season
614,loads folks say `` girly beer '' really like,taste
614,tried flavors like one,taste
614,love flavor beer,taste
614,cheers,taste
3960,one faves boyfriends get togethers,taste
3960,pairs well food,taste
3960,also good micheladas,taste
3960,light crisp,taste
155,way better heavier beers,taste
155,think purchase brand beer,taste
155,like taste since smooth,taste
155,michelin ultra go,taste
155,since cheap,style
4581,pours hazy pale orange,appearance
4581,balanced tart barnyard funk,taste
4581,white head,taste
4581,bubblegum nose,aroma
4581,big peaches,taste
4202,taste sweet vanilla barrel quite pronounced,style
4202,garnet minimal tan head,appearance
4202,aromas burnt caramel,ingredients
4202,clear brown,appearance
4202,bomber glass,packaging
8815,tasting matts dark amber color,appearance
8815,nice aroma rye hops,ingredients
8815,earthy malts flavor,taste
8815,resiny hops,ingredients
8815,earthy resiny,taste
9889,whole bottle bit sweet,taste
9889,great raspberry smell,taste
9889,really sweet,taste
9889,loved smell,aroma
9889,shared perfect,taste
1216,pours clear light golden color white head,appearance
1216,finishes pretty crisp clean,taste
1216,nice summer beer,season
1216,follows onto palate,palate
1216,light bodied,taste
1409,bomber poured clear golden amber small lasting ivory head,appearance
1409,pine hint citrus smooth dry bitter lingering coffee finish,ingredients
1409,palate medium bodied smooth dry finish,palate
1409,grapefruit light earthiness,taste
1409,flavors bread,ingredients
7988,aroma moderate green hops,ingredients
7988,moderate sweet orange citrus,taste
7988,lightly hazy orange body,appearance
7988,lightly sweet malt,taste
7988,flavour lightly bitter,finish
9025,clear pale yellow one finger quickly fading white head,appearance
9025,soft light carbonation tart herbal aftertaste,taste
9025,light salty touch light tartness,taste
9025,aroma citric herbal lime,aroma
9025,taste similar basil,taste
9223,initially large frothy eggshell head reduces moderate cap leaves window,appearance
9223,`` version traditional `` winter warmer '',season
9223,soft notes butter cookies bran cereal,ingredients
9223,mulling spices pale malt finish allspice,taste
9223,little thin mouthfeel accompanied semi,taste
1651,whatever sea salt contributing brew admittedly lost,style
1651,good malt backbone keeps easy drinker,taste
1651,amber thick head significant lacing,appearance
1651,sweet malt notes resonate,taste
1651,medium bodied ample carbonation,carbonation
9513,along caramel malt base beer noticeable alcohol,taste
9513,pours clear copper thick cream,appearance
9513,colored head great retention lace,appearance
9513,oz bottle variety pack,packaging
9513,notes dusty old books,taste
2887,sweet perfect amount tart really hid liquor flavor,finish
2887,realize drinking hard alcohol consume,taste
2887,perfect camping tailgating,season
2887,could go wrong,style
943,smells like intense christmas sweet,aroma
943,nice really thing exactly drinkable,style
943,superbly spiced aforementioned spices,aroma
943,dark malts chocolate flavour,ingredients
943,really winter beer,season
4957,quite bitter sweet proportion,finish
4957,packed flavor low abv,taste
4957,dark red bordering brow,appearance
4957,wished much roast,style
4957,nice old ale,taste
8818,tastes like toasted malt,ingredients
8818,smells like toasted malt,ingredients
8818,medium body low carbonation,carbonation
8818,floral hops,ingredients
2888,lemon flavor tastes great really cold,taste
2888,drinkable beverage great hand beer,taste
2888,guests like beer,taste
2888,great,taste
2888,although sweet,taste
9024,small head quickly fades thin lace,appearance
9024,pours looking like cloudy ginger ale,appearance
9024,long bone dry finish,taste
9024,single bottle table,taste
9024,tart citrusy,taste
1156,ml bottle pours hazy yellow color much head,appearance
1156,lots carb adds right amount sour,finish
1156,flavor biting skin captured,finish
1156,lots peach flavor,taste
1156,nice bret funk,taste
8192,nose nice sweet fruity notes orange herbs,ingredients
8192,taste little sweet fruitiness coming well,taste
8192,pours hazy orange,appearance
8192,bottle mix pack,packaging
8192,amber color moderate,appearance
4308,aroma rich roasted malt without top also get chocolate ever slight coffee,ingredients
4308,flavor nice roasted malt bitter bakers chocolate,ingredients
4308,pour near black large tan head,appearance
4308,decent flavor without top attempt,taste
4308,pretty solid everyday porter,style
1733,pours dark brown beige head,appearance
1733,roasted malt hoppy bitterness,ingredients
1733,slight hoppy bitterness,ingredients
1733,taste dark fruits,taste
1733,aroma dark fruits,taste
5057,clear golden yellow pour bubbly white head,appearance
5057,taste fresh squeezed orange,taste
5057,smells really fresh,aroma
5057,aroma orange zest,taste
5057,decent level carbs,taste
9309,cloudy gold pour solid foam head,appearance
9309,draft pour pint elysian fields,place_of_service
9309,like suckling lemon wedge,taste
9309,candy sour orange lemon,taste
9309,feel like st,taste
1694,pours dark red colour pinky beige foam head,appearance
1694,whisky barrel woody oak,style
1694,nose sweet raspberry,taste
1694,dark fruits,taste
1694,dry sweet,taste
3571,true ipa liked craft beer lover loves hoppy beer,style
3571,dogfish head minute ipa great ipa,style
3571,priced well found craft beers sold,taste
4395,dark pour tan head,appearance
4395,dark malt aromas,taste
4395,flavors sweet tones,taste
4395,sweet vanilla,style
4395,cinnamon tones,taste
3175,like consistent taste taste heavy,taste
3175,packaging always catchy,taste
3175,one favorite types,style
3175,great value price,price
3175,great tasting beer,taste
322,great beer affordable fast amazing,taste
322,get lot pay,price
9722,poured clear dark amber color average frothy,appearance
9722,white head mostly lasted good lacing,appearance
9722,medium body sticky texture soft carbonation,carbonation
9722,moderate sour complex fruit aroma,taste
9722,sour finish moderate duration,finish
8266,dry satisfying typical west coaster,taste
8266,aroma tropical fruit nougat,taste
8266,flavor nougat,taste
4885,poured clear light copper color average frothy white head lasted excellent lacing,appearance
4885,moderate complex bittersweet flavor moderate bittersweet finish medium duration,finish
4885,medium body slick texture soft carbonation,carbonation
4885,moderate complex hop aroma,ingredients
4885,good brew,style
7773,pours dark brown color creamy white frothy head,appearance
7773,carbonation good head dissipates rather quickly,carbonation
7773,really get much smell department,aroma
7773,amber tint held light,appearance
7773,smotth feel palate,palate
9066,pour slightly hazy dark gold thin white film head,appearance
9066,little yeast funk sour apple,ingredients
9066,light malt little funk,taste
9066,sour refreshingly tart,finish
9066,musty apple skin,taste
9948,tastes like artificial lemonade mixed cheap beer,taste
9948,good really hot summer day,season
9948,totally lost little appeal,style
9948,kind interesting first sip,style
9948,expected reading reviews,style
2889,probably alcoholic beverage buy,taste
2889,love original flavors,taste
2889,favorite malt drink,taste
3813,flavor great taste,taste
3813,great value,price
3813,super cheap,price
3813,absolutely love,taste
3176,budweiser simply beer never let us,taste
3176,cheap like taste,price
3176,perfect parties,taste
7745,poured nice amber orange color took orange color held light two fingers worth creamy slightly white head died thin ring stayed till end left patchy lacing behind,appearance
7745,taste seems similar aroma starts lower amount medium sweetness hops still first show impart aspects aroma citrus rinds still sticking,ingredients
7745,aroma starts slightly lower amount medium sweetness hops first show impart big mixture citrus rinds,ingredients
7745,next comes slight clean yeast flavors goes right malts light aroma impart light pale malt like flavor,taste
7745,next comes malts lighter side impart little bit pale malt aroma,taste
3177,great beer want casual drink,taste
3177,taste provides tasty beer,taste
3177,many calories,taste
3586,maybe add little tapatio clamato,ingredients
3586,perfect combo salt lime,ingredients
4405,pours cloudy copper medium white head leaving spotty lacing,appearance
4405,aroma candy sugar,taste
4405,medium body,taste
4405,burnt sugar,taste
4405,tap brewery,place_of_service
8070,like hints butterscotch brownies,taste
8070,intent focused christmas cake,taste
8070,amber thin white head,appearance
8070,tap belmont station,place_of_service
8070,dark scottish toffe,ingredients
786,restaurants bars carry though really luck find,taste
786,tastes really oaty wheaty expensive,ingredients
786,beer american classic,taste
786,crisp good,taste
2891,could troublesome stuff darn good,style
2891,wish higher alcohol content,alcohol
2891,makes good replacement,taste
2891,sweet great summer,season
2891,make spiked lemonade,ingredients
6514,pours black small tan head,appearance
6514,smooth dry roasted finish,style
6514,aroma roasted coffee,ingredients
6514,full bodied,taste
6514,bitter chocolate,ingredients
4772,guess cold press subdues flavors wed typically associate coffee,ingredients
4772,nice lingering chocolate coffee palate makes nice porter,ingredients
4772,black huge dark mocha head,appearance
4772,taste lot roast dark chocolate,ingredients
4772,aroma lot roast ash,taste
6319,also light wheat grain malt finish,taste
6319,sea salt complex oceanic qualities,taste
6319,pours murky light brown,appearance
6319,overly puckery refreshing,taste
6319,flavor lemon juice,taste
7061,bottle poured clear amber small lingering ivory head,appearance
7061,earthiness light fruitiness crisp dry lingering earthy finish,ingredients
7061,palate light bodied crisp dry finish,palate
7061,fruitiness light earthiness,taste
7061,flavors bread,ingredients
4828,lacing thin white head,appearance
4828,mid palate metal,palate
4828,lightly dusty metallic,taste
4828,corn heavy nose,taste
4828,front corn,taste
5699,deep black color brown head,appearance
5699,really good baltic porter,style
5699,full body medium carbonation,carbonation
5699,medium herbal bitterness,finish
5699,roaste dark malts,style
7884,pours beautifully hazed bright sun golden yellow dark orange hue two finger head fluffy white foam,appearance
7884,big pungent aroma bananas accompanied clove toasted coconut aroma,ingredients
7884,banana clove take front center herbal slight bitterness,ingredients
7884,truly fantastic example style overall great beer,taste
7884,overall,style
8152,oz bottle kenny road market,packaging
8152,tastes rush malty,taste
8152,slick thick palate,palate
8152,dark brown pour,appearance
8152,aroma sweet malt,taste
3217,price budweiser comparison lot brands pretty awesome,taste
3217,bud good lazy summer afternoons,season
3217,nascar track,taste
3217,better beer,taste
3217,p,taste
2577,pours black beige head fades quickly,appearance
2577,taste moderate heavily sweet mild bitterness,finish
2577,rated via beer buddy iphone,taste
2577,incredible aroma notes maple syrup,taste
2577,pretty tasty also sweet,taste
3318,even get started strawberry blonde,appearance
3318,even better fresh tap,taste
3318,hint ruby red grapefruit,taste
3318,strong like much,style
3318,beer faint heart,taste
323,personally care king beer hubby buy,taste
323,price always cheap,price
188,perfect inexpensive beer give good buzz without bitter flavor,taste
188,drinking years continue buy,taste
639,find beer top favorite ones,taste
639,tastes creamy malty,taste
639,love guinness,taste
639,perfect,taste
4317,taste dry great fresh raspberry flavor,taste
4317,dark pour lightly translucent rim,appearance
4317,nose fresh raspberry oak,taste
4317,definitely drier bitter expected,finish
4317,dark bitter chocolate,ingredients
8743,little spicy sort medicinal bitterness going,finish
8743,aroma sort bready something,ingredients
8743,pours nice clear gold,appearance
8743,little lacing,appearance
8743,good way,style
9746,medium amount carbonation really good flavor,carbonation
9746,good aroma toffee citrus,aroma
9746,poured fl oz bottle,packaging
9746,murky amber color lacing,appearance
9746,bitter taste left swallowing,finish
3664,recommend beer drinkers anyone never tried,taste
3664,expensive tastes good brand,price
3664,tastes good refreshing,taste
3664,met expectations completely,style
3664,real treat,taste
1799,dark brown beer small carbonation medium brown head,appearance
1799,good woody smoked ham smoked,style
1799,nice beer easy drinkable,taste
1799,medium body smoked malt,taste
1799,smoked oak smoked ham,style
5635,orange creamy beige head,appearance
5635,flavour orange,taste
5635,slightly hazy,appearance
5635,oat aroma,style
5635,malt peel,taste
9442,complex intense throughout,taste
9442,bottle beer gonzo,taste
9442,beautiful barley wine,taste
9442,turns bitter,finish
9442,sticky texture,taste
3939,would definitely recommend others,style
3939,favorite everyday accessible beers,taste
3939,usually fan ipa,style
3939,love lime,ingredients
3939,love beer,taste
2050,bronze color medium thick foamy white head recedes gradually film,appearance
2050,sample `` hoppin deck '' tasting,ingredients
2050,medium body flavors vinous oak,taste
2050,finish mildly funky fruity aftertaste,taste
2050,partial rings lacing glass,appearance
6030,pour dark ruby garnet color thin cap light beige head thicker collar,appearance
6030,mouth feel decently thick nice carbonation lingeringly sweet malty finish,carbonation
6030,sweet malts sting yeastiness really play hard one,taste
6030,ml bottle shared ebone yellow nightmare book,packaging
6030,sweet malty strange yeastiness,ingredients
3079,refreshing ideal sitting sun nothing sort beer,season
3079,clear oz bottle corsendonk tulip california th,packaging
3079,pale golden white head,appearance
3079,clear bright body,appearance
3079,staying power head,appearance
3857,raspberry one favorite flavors especially,taste
3857,refreshing hot summer day,season
8822,pours ruby brownish color small white head,appearance
8822,evergreen sweet floral notes,taste
8822,taste light bodied,taste
8822,light citrusy hops,ingredients
8822,aroma rye bread,ingredients
2944,honestly like platinum beer,taste
2944,also bottles bit weird,packaging
2944,tasted bitter strong,finish
2944,disappointed,style
5462,small fizzy mediumlasting head,appearance
5462,light fresh citrusy mouthfeel,taste
5462,aroma mild slightly fresh,aroma
5462,taste slightly fresh,taste
5462,light straw colored,appearance
161,even tell drinking alcohol one people want taste alcohol,alcohol
161,lot fun one night,taste
161,taste like lemonade,ingredients
161,six pack,taste
161,love stuff,style
324,honestly would rather bud light,taste
324,huge fan budweiser,taste
324,taste great,taste
324,prefer coors,taste
324,ice cold,taste
2828,great kicking back end day,season
2828,love stuff,style
2828,light smooth,taste
7345,appearance clear golden color medium sized white head,appearance
7345,poured oz bottle pint glass,packaging
7345,aroma full hops citrus,ingredients
7345,taste matches smell,taste
7345,really nice beer,taste
5363,hazy orange pillowy white head dissipates fairly slowly,appearance
5363,less fruity aroma still lots flavor,taste
5363,bit lighter choices still great,taste
5363,another excellent brew tree house,taste
5363,lots orange hops,ingredients
6654,lots house yeast character provides fruit esters big foot adds light wood caramel,ingredients
6654,cool get sense differing components yet think works well altogether,style
6654,lightly fruity hop notes nose suggest light pineapple,ingredients
6654,light beige head atop shows modest retention,appearance
6654,transitioning fresh hop intensity celebration followed mellow,ingredients
7164,oz bottle pours light hazy yellow topped fluffy white head,appearance
7164,taste light wheat notes grassy hops biscuit touch,ingredients
7164,nose wheat tartness earthy grassy hops little spice,ingredients
8179,pour deep red,appearance
8179,finish metallic thin,taste
8179,aroma flavor metal,finish
8179,unfortunately oxidized,taste
8179,tan head,appearance
9039,big fluffy white head good retention lacing,appearance
9039,taste lightly spiced slightly sour fruit,taste
9039,nice aroma banana,ingredients
9039,clear golden color,appearance
9039,light clove,taste
1353,like fruit juice nectar sipped aromatic boreal forest,taste
1353,especially bottled canned ipas make breweries taprooms,taste
1353,added extra point overall score uniqueness,style
1353,iodine medicinal quality aroma continues flavor,taste
1353,like homebrew rather like nanobrew,style
4636,clear amber body tall long,appearance
4636,caramel biscuit malt base,taste
4636,bit caramel malt sweetness,ingredients
4636,well executed iipa,style
4636,moderately highly bitter,finish
4929,aroma nice caramel malt plenty dark fruit bit alcohol,taste
4929,pretty flavorful doppelbock pretty spot style,taste
4929,flavor really nice dark fruit,taste
4929,raisons dark toffee coating,ingredients
4929,brown huge tan head,appearance
6913,tad sticky lingering roasty herbal,style
6913,brown color light tan head,appearance
6913,black licorice light hibiscus,taste
6913,aroma notes roasted malt,style
6913,grass light citrus,taste
9409,pours pale golden color white head,appearance
9409,medium body carbonation floral fruit finish,carbonation
9409,pine malt flavors,taste
9409,honey biscuit aroma,taste
9409,comet hop,ingredients
9762,orange one finger white head excellent lacing,appearance
9762,slightly chewy mouthfeel slightly dry,taste
9762,full body semi creamy,taste
9762,taste similar aroma,taste
9762,aroma citrus,aroma
5636,flavor light bitterness dry finish,taste
5636,strawberry mango cotton candy,taste
5636,passes session ipa,style
5636,fresh fruity aroma,taste
5636,fluffy white head,appearance
7464,make mistake seriously good beer looks amazing glass deep orange colour head one minute gone next,appearance
